iter	Logloss
715	0.1802379429
716	0.1799629392
717	0.1797928781
718	0.179618096
719	0.179500795
720	0.1793493166
721	0.1791778539
722	0.1789776554
723	0.17888479
724	0.1787044388
725	0.1785778624
726	0.1784012886
727	0.1782591661
728	0.1779265096
729	0.1778084529
730	0.1775498076
731	0.1769331395
732	0.1767180374
733	0.1762511025
734	0.1760118575
735	0.1757521355
736	0.1755686332
737	0.175442535
738	0.1753321701
739	0.1751321673
740	0.174955639
741	0.1748061865
742	0.1745656879
743	0.1743490511
744	0.1742508284
745	0.1740411795
746	0.173725131
747	0.1735442834
748	0.1731069825
749	0.1727180644
750	0.1723073324
751	0.1721676109
752	0.1719778204
753	0.1717578443
754	0.1715982136
755	0.1714060213
756	0.1711973901
757	0.1710092331
758	0.1708685251
759	0.1706776735
760	0.1704757346
761	0.1702983669
762	0.1701304802
763	0.1699330265
764	0.1697499912
765	0.1696251392
766	0.1694139713
767	0.1692299072
768	0.169086792
769	0.1689407536
770	0.1687348541
771	0.1685517668
772	0.1684031759
773	0.1682543091
774	0.1681362532
775	0.167913449
776	0.167774356
777	0.1675430406
778	0.1674466321
779	0.1673640504
780	0.1671671632
781	0.166948302
782	0.1667647061
783	0.1665357096
784	0.1662753596
785	0.1661446859
786	0.1659177091
787	0.1657563025
788	0.1655343925
789	0.1652913437
790	0.1650883811
791	0.1649317265
792	0.1647678966
793	0.1646205626
794	0.1645334295
795	0.1643915067
796	0.1642349608
797	0.16401704
798	0.1638880017
799	0.1636653605
800	0.1634384611
801	0.1631694179
802	0.1628960213
803	0.1627756782
804	0.162622881
805	0.1624776645
806	0.1622722844
807	0.1621114519
808	0.1618696318
809	0.1616748057
810	0.1615147257
811	0.161374473
812	0.1613229875
813	0.1612183406
814	0.1610023856
815	0.1609076557
816	0.1608098808
817	0.1605255425
818	0.1603233746
819	0.1601954197
820	0.1600467714
821	0.1598738064
822	0.1596883935
823	0.1595952885
824	0.1594742091
825	0.1593464248
826	0.1592331202
827	0.1591113028
828	0.1589960398
829	0.1587920072
830	0.1585459372
831	0.1584418424
832	0.1581979923
833	0.1579849102
834	0.1578100177
835	0.1577516873
836	0.1576022228
837	0.1574827403
838	0.1573981546
839	0.1572467367
840	0.1571244785
841	0.1569761205
842	0.1569039384
843	0.1567768086
844	0.1565444344
845	0.1563420112
846	0.1561545751
847	0.1559792258
848	0.1559067248
849	0.1557426367
850	0.1556132228
851	0.155331833
852	0.1551522582
853	0.1550226159
854	0.1548569149
855	0.1547095789
856	0.1544547443
857	0.1542836558
858	0.1540922242
859	0.1539491349
860	0.1537908109
861	0.1537010065
862	0.1535001494
863	0.1533876154
864	0.153310152
865	0.1531103379
866	0.1529902501
867	0.1528677702
868	0.1527659393
869	0.1526785345
870	0.1524132597
871	0.1522039945
872	0.1520582957
873	0.1519576377
874	0.1517756111
875	0.1516638236
876	0.1515045271
877	0.1513602545
878	0.1512753532
879	0.1511049373
880	0.1508982617
881	0.1506334426
882	0.1504739435
883	0.1503502286
884	0.1501137554
885	0.1500776272
886	0.14992543
887	0.1498145259
888	0.1496198191
889	0.1494304444
890	0.1492782075
891	0.1491022281
892	0.1489841514
893	0.1489052546
894	0.1486072088
895	0.1482740414
896	0.1481562149
897	0.1479923962
898	0.1478150564
899	0.1476872648
900	0.1475713047
901	0.1472419073
902	0.1471208455
903	0.146922901
904	0.1467840194
905	0.1466609534
906	0.1465794428
907	0.1464004654
908	0.1460845077
909	0.1459668852
910	0.1457559176
911	0.1454875054
912	0.1453457578
913	0.145261456
914	0.1451438317
915	0.1450084457
916	0.1448667063
917	0.1447376887
918	0.1445623716
919	0.1444220331
920	0.144313471
921	0.1441670082
922	0.1440716582
923	0.1439079905
924	0.1437626007
925	0.1436398512
926	0.1434439833
927	0.1433623261
928	0.143270779
929	0.1431333491
930	0.142980026
931	0.1428879921
932	0.1426955888
933	0.1425522415
934	0.1424045682
935	0.1423287141
936	0.1422092281
937	0.1420512859
938	0.141654095
939	0.1414602309
940	0.141338558
941	0.1411463144
942	0.1410371224
943	0.1408135893
944	0.1406199526
945	0.1405066475
946	0.1402912342
947	0.1401783772
948	0.1399767383
949	0.1398791071
950	0.1397952427
951	0.1394994119
952	0.1393865647
953	0.1392570466
954	0.1391684102
955	0.1390616622
956	0.1389428467
957	0.1388410608
958	0.1387668684
959	0.1385296696
960	0.1383594448
961	0.1381938772
962	0.138008751
963	0.1377934722
964	0.1375974698
965	0.1374926333
966	0.1374323856
967	0.1372474601
968	0.1371073219
969	0.1370400992
970	0.1369373416
971	0.1367572478
972	0.1366556969
973	0.136511765
974	0.1364090056
975	0.1363276159
976	0.1361980553
977	0.1360048095
978	0.1357184357
979	0.1355534647
980	0.1353993048
981	0.1352750437
982	0.135154576
983	0.1350440249
984	0.1349093378
985	0.1347844046
986	0.1346933092
987	0.134503356
988	0.134424702
989	0.1342984171
990	0.1341743738
991	0.13395149
992	0.1338727625
993	0.1337575579
994	0.1334489377
995	0.1332709699
996	0.1331667161
997	0.1330242149
998	0.1329063403
999	0.1328095937
1000	0.1327201121
1001	0.1325812678
1002	0.1324283601
1003	0.1323338117
1004	0.1322101254
1005	0.1320882743
1006	0.1319517148
1007	0.131882819
1008	0.1315762935
1009	0.1315172702
1010	0.1313446011
1011	0.1311783303
1012	0.1310882206
1013	0.1309952569
1014	0.1308469977
1015	0.1306794352
1016	0.1304388
1017	0.1303625984
1018	0.1302540295
1019	0.1300597934
1020	0.1299866652
1021	0.1298397887
1022	0.1297484738
1023	0.1296115209
1024	0.1294461548
1025	0.1293456253
1026	0.1291986965
1027	0.1290584228
1028	0.1289161458
1029	0.128782835
1030	0.1286563261
1031	0.1284970533
1032	0.1284001384
1033	0.128319848
1034	0.128200948
1035	0.1280134827
1036	0.1278902343
1037	0.1277701863
1038	0.1275120892
1039	0.1273512636
1040	0.1272055628
1041	0.1270291668
1042	0.126805561
1043	0.1265808493
1044	0.1264419313
1045	0.1263277281
1046	0.1261915293
1047	0.1259929901
1048	0.1258531328
1049	0.1256332247
1050	0.1254951539
1051	0.1253594814
1052	0.1251565728
1053	0.1249521493
1054	0.1248721323
1055	0.1246530391
1056	0.1245322906
1057	0.1243977133
1058	0.1243184907
1059	0.1241847397
1060	0.1241142134
1061	0.1240475004
1062	0.1239311292
1063	0.1237956377
1064	0.1235240192
1065	0.1233967391
1066	0.1232937575
1067	0.123087994
1068	0.1229442613
1069	0.1227669931
1070	0.1227033295
1071	0.1225315077
1072	0.1223723099
1073	0.1222609493
1074	0.1221693531
1075	0.122025557
1076	0.1219032875
1077	0.1217900345
1078	0.1216231608
1079	0.1215188002
1080	0.1214317591
1081	0.1212908402
1082	0.1211601784
1083	0.1210700523
1084	0.1209459241
1085	0.1208569129
1086	0.12064167
1087	0.1204278088
1088	0.1202282195
1089	0.1201278053
1090	0.1200276496
1091	0.1199607748
1092	0.1197969777
1093	0.1196614592
1094	0.1195481886
1095	0.1193871599
1096	0.1192251979
1097	0.119174881
1098	0.1190752412
1099	0.1189478477
1100	0.1188254756
1101	0.1186588368
1102	0.1185635682
1103	0.1184781029
1104	0.1183792741
1105	0.1183025692
1106	0.118130426
1107	0.1180135926
1108	0.1178871958
1109	0.117797649
1110	0.1176672595
1111	0.1175760299
1112	0.1174934261
1113	0.1174229386
1114	0.1173033758
1115	0.1172171144
1116	0.1170912333
1117	0.1169669981
1118	0.1168240032
1119	0.1167129771
1120	0.1166194841
1121	0.1165082206
1122	0.1163477825
1123	0.1162238366
1124	0.11614811
1125	0.1161088097
1126	0.1158443442
1127	0.1157520781
1128	0.1156378977
1129	0.1154905301
1130	0.1152610102
1131	0.1151715955
1132	0.1150796908
1133	0.1149490167
1134	0.11482568
1135	0.1146818804
1136	0.1145671501
1137	0.1144800297
1138	0.1143857791
1139	0.1142767915
1140	0.1141644753
1141	0.1140079417
1142	0.1138078085
1143	0.1137331882
1144	0.1137008979
1145	0.1135593011
1146	0.1134866085
1147	0.113383439
1148	0.1132370411
1149	0.1131654236
1150	0.1130912576
1151	0.1129850371
1152	0.1128431074
1153	0.1127111501
1154	0.1125112227
1155	0.1124135549
1156	0.1122903935
1157	0.1121900424
1158	0.1121108053
1159	0.1120189032
1160	0.1118516217
1161	0.1117861228
1162	0.1116432078
1163	0.1115565167
1164	0.111447358
1165	0.111356779
1166	0.1112742616
1167	0.1111338678
1168	0.1110314135
1169	0.1109121435
1170	0.1108195084
1171	0.1106799503
1172	0.1106085459
1173	0.1105310032
1174	0.1104136587
1175	0.1103614878
1176	0.1102920187
1177	0.1101992365
1178	0.1101169205
1179	0.1100417191
1180	0.1098807326
1181	0.1097593819
1182	0.1096223467
1183	0.1095640534
1184	0.1094136487
1185	0.1092925146
1186	0.1091559415
1187	0.1090712223
1188	0.1090119177
1189	0.1088596165
1190	0.1087352957
1191	0.1086641521
1192	0.1085170496
1193	0.108415052
1194	0.1082279324
1195	0.1081079283
1196	0.1079711763
1197	0.10785191
1198	0.1077038941
1199	0.1075790193
1200	0.1074324175
1201	0.1071995009
1202	0.1070100343
1203	0.1068073355
1204	0.1067089231
1205	0.1066137865
1206	0.1065283713
1207	0.1063847936
1208	0.1063197051
1209	0.106266926
1210	0.1061423986
1211	0.1060628738
1212	0.1058836389
1213	0.1057853297
1214	0.1054932442
1215	0.1053155669
1216	0.1052918012
1217	0.1051733205
1218	0.1050387139
1219	0.1049192433
1220	0.104795722
1221	0.1046948066
1222	0.1045864353
1223	0.1044916236
1224	0.10434483
1225	0.1042089032
1226	0.1040040779
1227	0.103847792
1228	0.1037512789
1229	0.1036502134
1230	0.1035766494
1231	0.1034665376
1232	0.1033805078
1233	0.1032612434
1234	0.1031584117
1235	0.1030253764
1236	0.1028795925
1237	0.1026781518
1238	0.1025311602
1239	0.1024119083
1240	0.1023387504
1241	0.1022339375
1242	0.102049027
1243	0.101949496
1244	0.1018683926
1245	0.1017668214
1246	0.1016050748
1247	0.1015191785
1248	0.1013833088
1249	0.1011778212
1250	0.1010636908
1251	0.1009875658
1252	0.1008483268
1253	0.100741198
1254	0.1006028909
1255	0.1004851123
1256	0.100386051
1257	0.100355687
1258	0.1002448834
1259	0.1000628146
1260	0.09991248366
1261	0.09971228013
1262	0.09952857159
1263	0.09940927183
1264	0.09930825627
1265	0.0991847621
1266	0.09911432621
1267	0.09900410215
1268	0.09885063724
1269	0.09877205894
1270	0.0986627763
1271	0.09855341332
1272	0.09842655895
1273	0.09825716277
1274	0.09808615042
1275	0.09797964848
1276	0.09788843388
1277	0.09777036967
1278	0.09765949556
1279	0.09755808367
1280	0.09745696235
1281	0.09717917133
1282	0.09706686791
1283	0.09698148922
1284	0.09682967559
1285	0.09673830855
1286	0.09660588813
1287	0.09652389084
1288	0.09641132455
1289	0.09632506158
1290	0.09625895711
1291	0.0961776864
1292	0.096132662
1293	0.09602653105
1294	0.09590852078
1295	0.09578876149
1296	0.09577105206
1297	0.09562660424
1298	0.09545496287
1299	0.09526427759
1300	0.09512345967
1301	0.0950498085
1302	0.0949567885
1303	0.09493077121
1304	0.09487191063
1305	0.09477695654
1306	0.0946649854
1307	0.09450442274
1308	0.09438059743
1309	0.09427194758
1310	0.09410496708
1311	0.09400184371
1312	0.09390207703
1313	0.09379623562
1314	0.09357877538
1315	0.09354360247
1316	0.09348752383
1317	0.09344844331
1318	0.0933276781
1319	0.09322983142
1320	0.09309847665
1321	0.09301441397
1322	0.09293729686
1323	0.09284268347
1324	0.09271524185
1325	0.09264752731
1326	0.0925660347
1327	0.09245033641
1328	0.09232481611
1329	0.09226023557
1330	0.09216072083
1331	0.09206963694
1332	0.09200368631
1333	0.09189646676
1334	0.09182056546
1335	0.09171178366
1336	0.09158690553
1337	0.09143930828
1338	0.09138360141
1339	0.09124848692
1340	0.09109695066
1341	0.09098704414
1342	0.0908567047
1343	0.09073218637
1344	0.09064488933
1345	0.09060516371
1346	0.09049690477
1347	0.09039449982
1348	0.09032560771
1349	0.09017597774
1350	0.09006250408
1351	0.08995891288
1352	0.08989593691
1353	0.08984570667
1354	0.08970844067
1355	0.08964443205
1356	0.08952391078
1357	0.08940119124
1358	0.08928099401
1359	0.08920013008
1360	0.08906689001
1361	0.08890884855
1362	0.08879563371
1363	0.08861057531
1364	0.08844608402
1365	0.08831961159
1366	0.08821978606
1367	0.08809790463
1368	0.08800105991
1369	0.08793673985
1370	0.08779014141
1371	0.08770893866
1372	0.08764654506
1373	0.08749904621
1374	0.08738205763
1375	0.08727814803
1376	0.08715385793
1377	0.08710661115
1378	0.08697504597
1379	0.08688244776
1380	0.08681476851
1381	0.08660331429
1382	0.08652176714
1383	0.08641631295
1384	0.08637267304
1385	0.08628711002
1386	0.08623378781
1387	0.0861056626
1388	0.08601436892
1389	0.08594548656
1390	0.08589773934
1391	0.08577113727
1392	0.08566044505
1393	0.08564823935
1394	0.08550680815
1395	0.08540386407
1396	0.08526768463
1397	0.08517227464
1398	0.08512247267
1399	0.08503618982
1400	0.0849119263
1401	0.08483689509
1402	0.08479810617
1403	0.08473013725
1404	0.08468049411
1405	0.08454105656
1406	0.0844451805
1407	0.08436974886
1408	0.08425733998
1409	0.08414550751
1410	0.08407245943
1411	0.08402738109
1412	0.08398928264
1413	0.08388386541
1414	0.08381768286
1415	0.08371244337
1416	0.08362067997
1417	0.08349635277
1418	0.08330604023
1419	0.08323786247
1420	0.08317467173
1421	0.08310983927
1422	0.08297157028
1423	0.08286255677
1424	0.08278340739
1425	0.08272613011
1426	0.08265521898
1427	0.08260687359
1428	0.08246293723
1429	0.08236418761
1430	0.08222312404
1431	0.08214175029
1432	0.08203198726
1433	0.08202093463
1434	0.08191143611
1435	0.08180487481
1436	0.08164399119
1437	0.08149073183
1438	0.08141924742
1439	0.08131241604
1440	0.08122142909
1441	0.08112604501
1442	0.08103718055
1443	0.08099942037
1444	0.08090969706
1445	0.0807887086
1446	0.08072549809
1447	0.0806189563
1448	0.08049123305
1449	0.08039623665
1450	0.0803176307
1451	0.08023429649
1452	0.080131496
1453	0.08004204499
1454	0.07993078211
1455	0.07982031224
1456	0.07968018068
1457	0.07960774392
1458	0.0794904575
1459	0.07941896772
1460	0.07939610228
1461	0.07926023518
1462	0.07915270483
1463	0.07906242137
1464	0.07889889406
1465	0.07879789782
1466	0.07872784423
1467	0.07864841112
1468	0.07855345943
1469	0.07847107475
1470	0.0784211407
1471	0.07831763286
1472	0.07827817203
1473	0.07815403957
1474	0.07806140008
1475	0.07794175869
1476	0.07785121935
1477	0.07769339715
1478	0.07758892275
1479	0.07749719976
1480	0.07742626393
1481	0.07739266633
1482	0.07727300182
1483	0.07721942483
1484	0.07714398744
1485	0.07710417523
1486	0.07703973523
1487	0.07699992292
1488	0.07689583001
1489	0.0768236943
1490	0.07668124761
1491	0.07659026774
1492	0.07654368944
1493	0.07644005524
1494	0.07632544035
1495	0.07628698544
1496	0.07618459996
1497	0.07608186255
1498	0.07594216077
1499	0.07590626154
1500	0.07589498674
1501	0.07586944772
1502	0.07582438122
1503	0.07581540383
1504	0.07570452498
1505	0.07562143783
1506	0.07555896077
1507	0.07549592452
1508	0.07538733212
1509	0.07527002777
1510	0.07514913218
